Customer ID,Age,Gender,Item Purchased,Category,Purchase Amount (USD),Location,Size,Color,Season,Review Rating,Subscription Status,Shipping Type,Discount Applied,Promo Code Used,Previous Purchases,Payment Method,Frequency of Purchases
1026,20,Male,Watch,Accessories,25,Delhi,L,White,Winter,3,Yes,Next Day,No,No,29,Net Banking,Monthly
1027,22,Male,Shoes,Accessories,93,Delhi,XL,Red,Summer,3.6,No,Express,Yes,No,7,UPI,Monthly
1028,32,Female,Shirt,Clothing,161,Delhi,XL,Red,Winter,1.3,Yes,Express,Yes,Yes,4,Card,Weekly
1029,47,Male,Watch,Footwear,493,Lucknow,M,White,Summer,4.6,Yes,Express,Yes,No,32,Card,Monthly
1030,35,Male,Shoes,Footwear,110,Mumbai,M,Black,Spring,2.3,No,Standard,Yes,Yes,31,Card,Weekly
1031,43,Male,Jeans,Footwear,258,Lucknow,S,Red,Winter,1.9,Yes,Next Day,Yes,No,18,Card,Weekly
1032,26,Female,Watch,Accessories,278,Mumbai,S,Blue,Summer,4.1,Yes,Next Day,No,Yes,35,Card,Quarterly
1033,56,Female,Jeans,Accessories,186,Delhi,XL,White,Spring,1.9,No,Express,Yes,Yes,29,UPI,Monthly
1034,34,Female,Bag,Accessories,460,Mumbai,M,Red,Spring,5,No,Standard,No,No,20,Cash,Weekly
1035,21,Male,Jeans,Clothing,55,Delhi,M,Red,Spring,2.7,Yes,Next Day,No,No,3,Net Banking,Weekly
1036,56,Female,Shirt,Clothing,436,Mumbai,M,White,Winter,2.2,Yes,Express,No,Yes,37,UPI,Quarterly
1037,64,Female,Shoes,Accessories,374,Bangalore,M,Black,Winter,1.2,Yes,Next Day,No,No,31,UPI,Quarterly
1038,18,Female,Shirt,Accessories,159,Lucknow,XL,Red,Winter,1.2,Yes,Standard,Yes,Yes,5,Cash,Quarterly
1039,40,Male,Watch,Clothing,386,Bangalore,XL,White,Spring,1.4,No,Express,No,Yes,9,Cash,Weekly
1040,61,Male,Bag,Footwear,220,Delhi,L,White,Winter,1,Yes,Express,No,Yes,15,Cash,Quarterly
1041,54,Female,Shoes,Accessories,485,Bangalore,M,Black,Autumn,2.3,No,Next Day,No,No,8,Card,Weekly
1042,62,Male,Shoes,Footwear,27,Bangalore,L,White,Summer,2.2,Yes,Standard,No,No,40,Card,Monthly
1043,39,Female,Watch,Clothing,24,Delhi,M,Black,Autumn,2.7,Yes,Express,Yes,No,46,Cash,Monthly
1044,37,Female,Shirt,Clothing,276,Lucknow,L,Blue,Winter,,Yes,Next Day,Yes,No,4,UPI,Quarterly
1045,54,Male,Bag,Clothing,466,Lucknow,S,White,Summer,1.3,No,Express,Yes,Yes,11,UPI,Quarterly
1046,25,Female,Watch,Footwear,41,Bangalore,L,Red,Spring,1.3,Yes,Express,Yes,No,14,Net Banking,Weekly
1047,30,Male,Shoes,Clothing,391,Mumbai,S,Red,Winter,1.7,Yes,Standard,Yes,Yes,49,Card,Weekly
1048,49,Female,Shoes,Footwear,469,Mumbai,L,Red,Spring,2.3,Yes,Express,No,No,31,UPI,Quarterly
1049,52,Male,Shoes,Footwear,248,Mumbai,L,White,Spring,1.6,No,Next Day,Yes,No,47,Cash,Weekly
1050,24,Male,Bag,Clothing,434,Delhi,S,Black,Autumn,2.5,No,Express,Yes,No,12,Cash,Weekly
1051,44,Male,Shoes,Accessories,380,Mumbai,L,Blue,Winter,4.7,Yes,Standard,Yes,Yes,3,Card,Weekly
1052,36,Male,Shoes,Clothing,114,Delhi,S,Blue,Winter,2,No,Express,Yes,Yes,24,Cash,Monthly
1053,44,Female,Bag,Accessories,428,Delhi,M,White,Winter,1.7,Yes,Express,Yes,No,40,UPI,Quarterly
1054,67,Male,Shirt,Clothing,352,Bangalore,S,Red,Winter,3.7,Yes,Next Day,No,Yes,41,UPI,Quarterly
1055,21,Male,Bag,Footwear,16,Delhi,L,Red,Spring,3,No,Standard,No,Yes,23,Cash,Monthly
1056,69,Male,Shirt,Footwear,288,Mumbai,L,White,Summer,1.2,Yes,Next Day,Yes,Yes,13,Net Banking,Weekly
1057,41,Male,Shirt,Clothing,330,Mumbai,M,White,Autumn,4.2,No,Next Day,No,Yes,2,Card,Quarterly
1058,58,Male,Shoes,Clothing,402,Delhi,XL,Blue,Summer,3.9,Yes,Next Day,No,Yes,21,Card,Quarterly
1059,40,Female,Shoes,Footwear,387,Lucknow,L,Blue,Autumn,4.9,Yes,Express,Yes,Yes,26,Net Banking,Monthly
1060,34,Female,Shirt,Accessories,243,Lucknow,L,Black,Summer,4.8,Yes,Express,No,No,0,Card,Monthly
1061,58,Male,Jeans,Accessories,156,Bangalore,S,Black,Summer,3.3,Yes,Express,No,Yes,46,Card,Monthly
1062,53,Female,Shoes,Footwear,103,Bangalore,L,Blue,Spring,3.7,Yes,Next Day,No,No,35,Cash,Quarterly
1063,25,Female,Jeans,Clothing,53,Delhi,L,Red,Autumn,2.6,No,Standard,No,Yes,16,UPI,Monthly
1064,54,Male,Jeans,Footwear,323,Lucknow,XL,White,Winter,4.6,Yes,Express,Yes,No,17,Net Banking,Weekly
1065,57,Female,Jeans,Accessories,480,Lucknow,L,Blue,Winter,3.2,No,Standard,Yes,Yes,17,Net Banking,Quarterly
1066,38,Male,Jeans,Accessories,49,Mumbai,S,Red,Summer,2.3,No,Express,Yes,No,43,Card,Monthly
1067,66,Male,Shirt,Accessories,354,Bangalore,L,White,Autumn,1,Yes,Next Day,No,Yes,36,Card,Monthly
1068,51,Male,Shoes,Footwear,296,Lucknow,S,Blue,Spring,3.3,No,Next Day,No,No,4,Cash,Weekly
1069,35,Male,Watch,Accessories,94,Bangalore,M,Black,Autumn,3.1,Yes,Standard,Yes,No,15,UPI,Quarterly
1070,18,Female,Bag,Clothing,114,Delhi,XL,White,Summer,4.2,Yes,Express,No,Yes,39,Card,Weekly
1071,53,Female,Shirt,Clothing,149,Mumbai,XL,Red,Winter,1.7,Yes,Standard,Yes,Yes,17,UPI,Weekly
1072,28,Male,Bag,Footwear,345,Delhi,XL,Black,Autumn,4.3,Yes,Express,Yes,Yes,40,Cash,Quarterly
1073,57,Female,Jeans,Accessories,156,Mumbai,M,Blue,Spring,1.1,No,Standard,Yes,No,25,Net Banking,Weekly
1074,45,Female,Jeans,Clothing,415,Lucknow,L,Blue,Winter,3.3,Yes,Next Day,Yes,No,38,UPI,Quarterly
1075,42,Female,Shoes,Clothing,191,Delhi,L,Black,Autumn,2.6,No,Express,Yes,Yes,26,Net Banking,Weekly
1076,26,Female,Shoes,Clothing,63,Lucknow,S,Blue,Spring,2.3,Yes,Standard,No,No,36,UPI,Quarterly
1077,54,Female,Shoes,Footwear,56,Mumbai,XL,White,Summer,2.7,Yes,Next Day,Yes,No,21,Cash,Quarterly
1078,26,Male,Shoes,Footwear,206,Mumbai,XL,Red,Spring,1.9,No,Next Day,Yes,Yes,11,Net Banking,Quarterly
1079,39,Female,Shoes,Accessories,209,Bangalore,S,White,Summer,1.7,Yes,Express,Yes,Yes,44,Net Banking,Quarterly
1080,61,Female,Shoes,Clothing,369,Delhi,XL,White,Winter,4.2,Yes,Express,No,Yes,20,Cash,Quarterly
1081,65,Female,Bag,Accessories,244,Delhi,M,Blue,Winter,1.9,No,Standard,No,No,0,Net Banking,Monthly
1082,69,Female,Shirt,Clothing,90,Mumbai,L,Black,Autumn,3.9,Yes,Express,No,No,19,Card,Monthly
1083,67,Male,Shoes,Accessories,114,Delhi,L,Black,Summer,3.8,No,Next Day,Yes,Yes,20,Net Banking,Weekly
1084,46,Male,Shoes,Accessories,287,Lucknow,S,White,Summer,1.1,Yes,Next Day,Yes,No,12,Net Banking,Monthly
1085,28,Male,Shirt,Footwear,173,Bangalore,S,Blue,Winter,4.5,Yes,Next Day,Yes,No,43,Net Banking,Monthly
1086,61,Male,Jeans,Clothing,339,Lucknow,L,Red,Spring,4.2,No,Standard,No,No,24,UPI,Quarterly
1087,59,Female,Watch,Clothing,462,Lucknow,XL,Blue,Winter,4.2,Yes,Next Day,Yes,Yes,18,UPI,Quarterly
1088,69,Female,Jeans,Clothing,183,Mumbai,XL,White,Winter,4.2,Yes,Standard,No,No,34,Cash,Monthly
1089,51,Female,Bag,Accessories,280,Lucknow,M,Red,Winter,3.3,No,Standard,Yes,No,31,Card,Weekly
1090,25,Female,Shirt,Accessories,417,Delhi,XL,White,Autumn,5,No,Express,No,Yes,23,Cash,Weekly
1091,44,Female,Jeans,Clothing,113,Mumbai,M,Blue,Winter,1.7,No,Express,Yes,Yes,48,UPI,Monthly
1092,41,Female,Bag,Footwear,260,Bangalore,L,White,Spring,1.3,Yes,Standard,No,No,48,Net Banking,Monthly
1093,61,Female,Watch,Accessories,159,Mumbai,M,Red,Winter,3.8,No,Standard,Yes,No,23,Cash,Quarterly
1094,38,Female,Shoes,Footwear,317,Bangalore,L,Black,Spring,2.2,Yes,Standard,Yes,No,35,UPI,Weekly
1095,35,Female,Bag,Accessories,374,Lucknow,L,Black,Spring,3.4,No,Express,No,No,2,Card,Monthly
1096,22,Male,Bag,Clothing,79,Mumbai,L,Blue,Spring,2.6,Yes,Next Day,No,No,22,Cash,Quarterly
1097,61,Female,Shoes,Clothing,101,Mumbai,M,Black,Autumn,2.3,No,Next Day,No,Yes,22,Cash,Monthly
1098,57,Female,Bag,Accessories,21,Bangalore,L,White,Spring,4.6,No,Standard,Yes,No,20,Cash,Weekly
1099,20,Female,Watch,Accessories,15,Lucknow,L,Black,Autumn,1.6,Yes,Standard,No,Yes,42,Card,Weekly
1100,40,Male,Shirt,Footwear,34,Lucknow,M,Red,Spring,1.8,Yes,Express,Yes,No,29,UPI,Monthly
1101,42,Male,Shirt,Footwear,356,Lucknow,L,Red,Autumn,3.7,Yes,Next Day,No,No,23,Net Banking,Monthly
1102,42,Male,Jeans,Clothing,452,Delhi,S,Red,Spring,4.1,Yes,Standard,No,Yes,21,Net Banking,Quarterly
1103,65,Female,Bag,Clothing,210,Delhi,XL,Red,Autumn,4.3,Yes,Express,No,No,30,UPI,Quarterly
1104,25,Female,Jeans,Clothing,442,Bangalore,S,White,Spring,1.9,Yes,Standard,Yes,No,11,UPI,Quarterly
1105,33,Female,Watch,Clothing,367,Mumbai,XL,White,Winter,4.5,Yes,Express,No,Yes,12,Cash,Weekly
1106,27,Female,Watch,Clothing,405,Bangalore,XL,White,Summer,3.4,Yes,Express,No,No,26,Card,Monthly
1107,30,Male,Jeans,Clothing,372,Lucknow,XL,Blue,Autumn,4.3,Yes,Standard,Yes,No,15,Net Banking,Weekly
1108,65,Female,Watch,Accessories,107,Bangalore,S,Red,Summer,1.3,Yes,Next Day,Yes,Yes,33,Cash,Quarterly
1109,66,Female,Shoes,Clothing,266,Mumbai,S,Black,Autumn,2.4,Yes,Next Day,No,No,45,Net Banking,Weekly
1110,20,Male,Bag,Clothing,267,Lucknow,S,White,Summer,3.1,No,Express,Yes,No,17,Card,Monthly
1111,50,Female,Shoes,Clothing,324,Mumbai,M,Black,Spring,3.3,No,Next Day,Yes,No,28,Card,Weekly
1112,30,Male,Shoes,Footwear,400,Bangalore,XL,Black,Winter,1.4,No,Standard,No,Yes,14,Net Banking,Weekly
1113,28,Female,Watch,Accessories,65,Delhi,XL,White,Autumn,3.2,No,Next Day,No,No,39,UPI,Monthly
1114,33,Female,Shirt,Footwear,340,Bangalore,L,White,Summer,3.7,No,Express,Yes,No,10,UPI,Monthly
1115,28,Female,Watch,Clothing,418,Mumbai,XL,Black,Spring,,No,Express,No,No,26,UPI,Quarterly
1116,43,Female,Bag,Clothing,66,Delhi,S,White,Winter,3,No,Express,Yes,Yes,18,UPI,Monthly
1117,69,Male,Shoes,Accessories,213,Delhi,XL,Black,Summer,2.2,Yes,Express,Yes,Yes,38,Net Banking,Weekly
1118,48,Female,Shirt,Accessories,448,Bangalore,M,Black,Winter,4.5,Yes,Express,Yes,Yes,12,Cash,Weekly
1119,55,Female,Watch,Clothing,21,Delhi,L,White,Winter,3.4,No,Next Day,Yes,No,10,Card,Weekly
1120,43,Female,Jeans,Clothing,88,Delhi,XL,Black,Winter,3.2,No,Standard,No,Yes,38,Net Banking,Monthly
1121,18,Female,Watch,Accessories,403,Delhi,L,Black,Autumn,4.8,No,Next Day,Yes,Yes,27,UPI,Weekly
1122,22,Male,Bag,Clothing,94,Delhi,M,White,Spring,3.7,Yes,Standard,No,No,31,Cash,Weekly
1123,31,Female,Watch,Accessories,353,Mumbai,L,Red,Spring,2.1,Yes,Standard,Yes,Yes,39,UPI,Weekly
1124,30,Male,Bag,Footwear,451,Mumbai,M,Red,Spring,3.6,Yes,Express,No,Yes,14,Card,Quarterly
1125,61,Female,Shoes,Accessories,254,Bangalore,L,White,Summer,4.8,No,Express,Yes,No,12,UPI,Quarterly
1126,61,Male,Shoes,Accessories,247,Bangalore,M,Black,Autumn,1.1,No,Express,No,No,49,UPI,Monthly
1127,62,Male,Shoes,Accessories,220,Bangalore,M,White,Winter,3.5,No,Standard,No,Yes,5,Card,Monthly
1128,51,Male,Jeans,Footwear,192,Lucknow,S,Blue,Spring,1.6,Yes,Next Day,No,No,32,Net Banking,Weekly
1129,46,Female,Watch,Accessories,196,Delhi,M,Red,Autumn,4.3,No,Express,No,No,19,Net Banking,Monthly
1130,51,Male,Shirt,Accessories,281,Bangalore,L,Blue,Spring,3.6,Yes,Express,Yes,Yes,7,Net Banking,Monthly
1131,39,Male,Jeans,Footwear,448,Delhi,XL,Blue,Summer,4.7,Yes,Next Day,Yes,Yes,47,Card,Weekly
1132,52,Female,Shirt,Clothing,490,Lucknow,S,Blue,Spring,3.7,No,Next Day,Yes,Yes,41,Cash,Quarterly
1133,59,Male,Bag,Clothing,434,Mumbai,S,Red,Summer,1.1,Yes,Express,Yes,No,11,Cash,Quarterly
1134,57,Male,Shirt,Accessories,68,Mumbai,L,White,Autumn,3,Yes,Express,No,Yes,37,Cash,Quarterly
1135,49,Male,Shoes,Clothing,160,Delhi,L,Black,Autumn,4.6,No,Standard,Yes,No,38,Net Banking,Weekly
1136,21,Male,Watch,Clothing,380,Bangalore,S,Red,Winter,1.9,Yes,Express,Yes,No,25,UPI,Quarterly
1137,55,Female,Jeans,Clothing,277,Mumbai,M,White,Autumn,1.3,No,Standard,No,Yes,47,UPI,Weekly
1138,37,Female,Jeans,Footwear,173,Lucknow,S,Red,Summer,3.9,No,Express,No,No,11,UPI,Quarterly
1139,56,Female,Jeans,Accessories,162,Delhi,S,White,Winter,3,Yes,Express,No,Yes,3,Cash,Weekly
1140,46,Male,Shoes,Footwear,67,Mumbai,S,Black,Winter,1.2,Yes,Standard,Yes,Yes,40,UPI,Monthly
1141,63,Male,Shirt,Clothing,172,Lucknow,L,Blue,Winter,2.1,No,Express,Yes,Yes,17,UPI,Quarterly
1142,35,Male,Jeans,Accessories,216,Lucknow,XL,Blue,Winter,2.3,Yes,Next Day,No,Yes,6,Card,Monthly
1143,66,Male,Jeans,Accessories,213,Lucknow,M,Red,Winter,3.7,Yes,Express,No,No,48,Cash,Weekly
1144,61,Female,Shoes,Accessories,278,Bangalore,S,Blue,Spring,2.9,Yes,Express,Yes,No,20,Card,Monthly
1145,35,Female,Shirt,Footwear,143,Lucknow,XL,Blue,Autumn,2.9,Yes,Express,No,No,43,UPI,Weekly
1146,43,Male,Watch,Footwear,110,Delhi,M,White,Summer,4.2,No,Express,No,Yes,40,Cash,Quarterly
1147,45,Female,Shirt,Accessories,444,Lucknow,S,Black,Summer,2.1,Yes,Standard,No,No,15,UPI,Monthly
1148,57,Female,Shirt,Footwear,208,Bangalore,S,White,Spring,3.7,No,Express,No,Yes,40,Cash,Weekly
1149,53,Male,Jeans,Clothing,134,Mumbai,M,Black,Spring,2.5,No,Standard,Yes,No,23,UPI,Weekly
1150,62,Female,Bag,Clothing,321,Delhi,L,Blue,Winter,2.7,No,Next Day,Yes,Yes,31,Card,Monthly
1151,37,Male,Shirt,Footwear,275,Bangalore,M,Red,Winter,3.2,No,Express,Yes,Yes,14,Net Banking,Weekly
1152,44,Male,Watch,Clothing,292,Delhi,M,White,Autumn,3.8,Yes,Standard,Yes,No,0,Net Banking,Weekly
1153,40,Female,Shoes,Clothing,118,Bangalore,M,White,Spring,4.8,Yes,Express,Yes,No,9,Card,Monthly
1154,65,Female,Bag,Clothing,364,Delhi,XL,Black,Autumn,2.1,Yes,Next Day,No,Yes,16,Card,Quarterly
1155,33,Male,Jeans,Clothing,104,Mumbai,L,Red,Spring,1.4,No,Next Day,No,Yes,27,UPI,Weekly
1156,48,Female,Shoes,Accessories,419,Delhi,L,Blue,Autumn,2.7,Yes,Standard,Yes,No,42,Cash,Monthly
1157,24,Female,Watch,Clothing,217,Mumbai,M,White,Spring,3.2,Yes,Standard,Yes,Yes,8,Card,Monthly
1158,62,Female,Jeans,Accessories,210,Mumbai,L,White,Summer,1.9,No,Standard,Yes,Yes,36,Net Banking,Quarterly
1159,37,Male,Bag,Footwear,200,Delhi,XL,Black,Spring,4.6,No,Express,No,Yes,37,Card,Quarterly
1160,35,Female,Jeans,Clothing,217,Lucknow,L,Blue,Winter,4.2,No,Next Day,No,Yes,40,Net Banking,Quarterly
1161,48,Female,Bag,Footwear,336,Lucknow,XL,White,Autumn,3,Yes,Next Day,Yes,Yes,40,Card,Monthly
1162,43,Female,Bag,Accessories,253,Mumbai,S,White,Winter,2.8,No,Standard,Yes,No,3,Net Banking,Weekly
1163,62,Female,Jeans,Accessories,72,Delhi,XL,Red,Spring,1.2,No,Standard,Yes,Yes,10,Net Banking,Quarterly
1164,45,Female,Watch,Accessories,287,Lucknow,XL,Black,Autumn,3.1,Yes,Express,Yes,Yes,47,Net Banking,Quarterly
1165,44,Female,Jeans,Clothing,140,Bangalore,L,Blue,Summer,3.4,Yes,Express,Yes,No,31,Net Banking,Monthly
1166,23,Female,Watch,Clothing,63,Bangalore,XL,White,Summer,4.6,No,Express,Yes,Yes,11,UPI,Monthly
1167,19,Female,Watch,Accessories,421,Bangalore,L,Red,Winter,3,Yes,Express,No,No,49,Cash,Quarterly
1168,38,Male,Shoes,Footwear,163,Delhi,M,Black,Spring,1.6,Yes,Next Day,Yes,Yes,16,Cash,Monthly
1169,69,Male,Shoes,Accessories,301,Mumbai,L,Blue,Winter,1.7,No,Express,No,No,14,Card,Weekly
1170,65,Female,Jeans,Accessories,94,Delhi,L,Black,Spring,1.6,Yes,Next Day,No,No,42,Net Banking,Weekly
1171,50,Female,Watch,Accessories,176,Bangalore,S,Blue,Summer,4.8,No,Next Day,Yes,No,48,Cash,Monthly
1172,50,Female,Shoes,Accessories,199,Lucknow,S,Blue,Spring,4.2,Yes,Express,Yes,No,20,UPI,Monthly
1173,38,Male,Shoes,Clothing,75,Bangalore,M,Red,Autumn,4.3,No,Next Day,No,No,32,Card,Weekly
1174,27,Female,Watch,Accessories,486,Bangalore,L,White,Autumn,4.4,No,Next Day,Yes,No,32,Cash,Monthly
1175,18,Male,Shirt,Footwear,162,Bangalore,S,Red,Autumn,1.4,Yes,Standard,Yes,No,11,Net Banking,Weekly
1176,35,Male,Shirt,Clothing,295,Lucknow,XL,Red,Winter,3.8,No,Standard,No,Yes,27,Card,Quarterly
1177,34,Male,Watch,Footwear,287,Delhi,S,Blue,Winter,3.8,Yes,Standard,Yes,Yes,2,Net Banking,Monthly
1178,27,Male,Shoes,Footwear,220,Mumbai,XL,Red,Winter,1.9,Yes,Express,No,Yes,43,Cash,Quarterly
1179,31,Female,Watch,Clothing,296,Mumbai,L,White,Summer,3,No,Next Day,Yes,No,41,Net Banking,Weekly
1180,19,Female,Bag,Accessories,287,Bangalore,M,Black,Spring,3.6,No,Next Day,Yes,Yes,7,Card,Monthly
1181,49,Male,Jeans,Footwear,49,Mumbai,M,Blue,Spring,4.6,No,Express,Yes,Yes,30,Card,Weekly
1182,66,Female,Bag,Accessories,337,Lucknow,L,Black,Summer,,Yes,Next Day,No,Yes,4,Cash,Weekly
1183,53,Male,Jeans,Footwear,65,Mumbai,S,Black,Autumn,4.6,Yes,Standard,No,No,4,UPI,Weekly
1184,41,Male,Jeans,Footwear,223,Lucknow,L,Black,Spring,4.7,Yes,Express,No,Yes,31,UPI,Weekly
1185,39,Female,Shoes,Accessories,188,Lucknow,L,Red,Winter,4.7,Yes,Express,Yes,Yes,39,Cash,Quarterly
1186,33,Male,Jeans,Footwear,229,Delhi,S,White,Winter,1,Yes,Next Day,Yes,No,42,Card,Weekly
1187,25,Female,Watch,Footwear,45,Lucknow,XL,White,Spring,1.9,Yes,Next Day,No,No,16,UPI,Monthly
1188,49,Male,Shirt,Footwear,353,Lucknow,L,Black,Winter,3.8,Yes,Express,Yes,No,46,UPI,Quarterly
1189,47,Male,Shirt,Footwear,215,Delhi,S,Red,Autumn,2.3,No,Express,Yes,No,26,UPI,Monthly
1190,18,Female,Shoes,Clothing,39,Mumbai,L,Blue,Summer,1.2,No,Next Day,No,No,19,Cash,Monthly
1191,39,Female,Shirt,Clothing,11,Lucknow,M,Blue,Autumn,4.1,Yes,Express,No,No,17,Card,Quarterly
1192,32,Male,Shoes,Clothing,274,Lucknow,XL,Red,Autumn,1.1,Yes,Standard,Yes,No,36,Net Banking,Quarterly
1193,26,Male,Jeans,Clothing,336,Mumbai,M,Red,Summer,2.8,Yes,Express,Yes,No,18,Cash,Weekly
1194,54,Female,Bag,Footwear,278,Bangalore,XL,Red,Autumn,4.8,Yes,Express,Yes,No,19,Card,Quarterly
1195,45,Male,Shirt,Accessories,363,Delhi,XL,Black,Spring,2.8,No,Express,No,Yes,19,Cash,Weekly
1196,50,Male,Bag,Accessories,380,Bangalore,S,Blue,Summer,4.6,Yes,Next Day,No,Yes,15,Card,Monthly
1197,55,Female,Shoes,Clothing,437,Bangalore,M,Blue,Winter,2.6,Yes,Express,Yes,Yes,19,Card,Quarterly
1198,69,Male,Jeans,Footwear,491,Mumbai,S,Black,Spring,2.4,No,Standard,Yes,No,1,Cash,Monthly
1199,59,Female,Shirt,Accessories,443,Mumbai,M,Black,Autumn,1.4,Yes,Express,Yes,No,43,Card,Monthly
1200,50,Male,Watch,Footwear,399,Lucknow,S,Blue,Summer,2.4,No,Express,Yes,Yes,12,Cash,Quarterly
1201,63,Female,Bag,Clothing,221,Mumbai,L,Black,Summer,2.3,Yes,Standard,Yes,No,22,UPI,Monthly
1202,42,Female,Shirt,Clothing,256,Mumbai,S,Red,Spring,4.4,No,Next Day,Yes,No,8,UPI,Monthly
1203,69,Male,Watch,Clothing,311,Mumbai,L,Black,Autumn,4.7,Yes,Standard,No,No,26,Cash,Monthly
1204,57,Male,Bag,Clothing,93,Mumbai,M,Black,Autumn,1.1,Yes,Express,No,Yes,13,Cash,Weekly
1205,51,Male,Watch,Footwear,342,Mumbai,XL,White,Autumn,1.4,Yes,Next Day,No,No,8,Card,Weekly
1206,64,Female,Watch,Accessories,298,Bangalore,XL,Red,Summer,3.6,Yes,Standard,No,No,14,Net Banking,Quarterly
1207,44,Female,Watch,Accessories,264,Lucknow,L,Red,Autumn,2.9,Yes,Express,No,Yes,45,Cash,Weekly
1208,55,Female,Bag,Clothing,418,Bangalore,M,Black,Autumn,2.2,Yes,Standard,Yes,No,42,UPI,Quarterly
1209,32,Male,Shirt,Clothing,346,Delhi,L,Black,Autumn,2,No,Express,No,Yes,39,Card,Quarterly
1210,68,Male,Shirt,Footwear,466,Mumbai,L,White,Autumn,1.9,No,Standard,Yes,Yes,10,UPI,Quarterly
1211,50,Female,Bag,Footwear,488,Bangalore,S,White,Summer,3.1,Yes,Next Day,Yes,Yes,32,Cash,Weekly
1212,58,Female,Shoes,Footwear,414,Bangalore,M,White,Autumn,1.1,Yes,Standard,No,Yes,40,Card,Quarterly
1213,41,Female,Watch,Footwear,155,Lucknow,XL,White,Autumn,4,Yes,Express,No,Yes,32,UPI,Quarterly
1214,63,Male,Bag,Accessories,102,Mumbai,M,Black,Winter,2.2,No,Standard,No,No,42,Net Banking,Quarterly
1215,21,Male,Jeans,Clothing,156,Mumbai,S,White,Summer,2.7,No,Express,No,No,10,Card,Monthly
1216,23,Male,Shirt,Footwear,359,Bangalore,XL,Blue,Summer,3.1,No,Next Day,No,Yes,23,Net Banking,Monthly
1217,44,Male,Shoes,Footwear,433,Delhi,XL,Red,Autumn,1.8,No,Next Day,No,Yes,16,Card,Monthly
1218,56,Male,Watch,Accessories,441,Bangalore,L,Blue,Autumn,4.5,No,Standard,Yes,Yes,36,Cash,Weekly
1219,60,Female,Shirt,Clothing,345,Lucknow,L,Red,Summer,3.7,No,Next Day,Yes,No,6,Net Banking,Monthly
1220,40,Male,Shoes,Footwear,343,Bangalore,M,White,Spring,4.5,No,Next Day,Yes,Yes,15,Net Banking,Quarterly
1221,51,Female,Watch,Footwear,476,Mumbai,M,White,Autumn,2.9,No,Express,No,Yes,35,Cash,Weekly
1222,46,Female,Bag,Clothing,346,Lucknow,XL,Red,Autumn,2.7,Yes,Next Day,Yes,Yes,0,Card,Weekly
1223,67,Female,Watch,Clothing,79,Bangalore,XL,Blue,Winter,1.9,No,Standard,Yes,No,12,Card,Quarterly
1224,52,Female,Bag,Footwear,255,Bangalore,M,Red,Autumn,3.2,Yes,Standard,No,No,35,Cash,Quarterly
1225,39,Male,Jeans,Clothing,185,Lucknow,M,Blue,Autumn,3.4,No,Next Day,Yes,Yes,11,Cash,Monthly
1226,68,Female,Jeans,Footwear,322,Delhi,S,Black,Spring,2.7,Yes,Next Day,No,No,30,Net Banking,Monthly
1227,23,Male,Jeans,Footwear,321,Lucknow,S,Red,Summer,1.6,Yes,Next Day,Yes,No,20,Net Banking,Weekly
1228,69,Female,Shirt,Clothing,154,Bangalore,M,Black,Spring,2.1,Yes,Standard,Yes,No,23,Net Banking,Quarterly
1229,26,Female,Bag,Clothing,156,Bangalore,L,Blue,Autumn,1.1,No,Standard,Yes,No,17,Cash,Monthly
1230,32,Female,Shirt,Accessories,53,Delhi,L,Red,Autumn,2.3,No,Express,No,No,44,Cash,Quarterly
1231,60,Male,Shoes,Accessories,153,Lucknow,XL,White,Winter,3.3,Yes,Standard,No,No,36,Cash,Monthly
1232,56,Male,Shoes,Footwear,415,Delhi,M,Red,Autumn,4.8,Yes,Next Day,No,No,36,Card,Quarterly
1233,68,Male,Watch,Accessories,331,Lucknow,S,White,Winter,1.7,Yes,Next Day,Yes,No,39,UPI,Quarterly
1234,56,Male,Bag,Clothing,472,Lucknow,XL,White,Autumn,1.2,No,Next Day,No,No,21,Card,Weekly
1235,51,Female,Jeans,Footwear,463,Mumbai,XL,Black,Winter,2.2,No,Next Day,Yes,No,5,UPI,Quarterly
1236,36,Male,Shoes,Footwear,429,Mumbai,L,White,Summer,1.6,No,Standard,Yes,Yes,2,Card,Monthly
1237,18,Male,Watch,Accessories,98,Delhi,S,Blue,Autumn,3.8,Yes,Next Day,Yes,Yes,24,Net Banking,Monthly
1238,24,Female,Watch,Footwear,173,Mumbai,M,Red,Autumn,1,Yes,Standard,Yes,No,43,Net Banking,Weekly
1239,33,Male,Jeans,Footwear,38,Delhi,L,Black,Autumn,4.9,No,Standard,Yes,Yes,24,Cash,Weekly
1240,20,Female,Shoes,Footwear,55,Lucknow,XL,Red,Autumn,4.4,Yes,Standard,No,Yes,49,UPI,Weekly
1241,44,Male,Watch,Footwear,123,Bangalore,L,Red,Winter,3,No,Next Day,Yes,Yes,26,Card,Weekly
1242,58,Male,Shirt,Accessories,147,Delhi,M,White,Spring,4.7,Yes,Next Day,Yes,Yes,31,Cash,Monthly
1243,68,Female,Bag,Clothing,17,Lucknow,M,White,Summer,3.5,Yes,Express,Yes,Yes,3,Card,Monthly
1244,43,Female,Bag,Accessories,422,Delhi,M,White,Autumn,5,Yes,Standard,Yes,No,38,Card,Quarterly
